_id,FinancialYear,HBR,HBRQF,AgeGroup,Sex,Dataset,DatasetQF,DischargeCount,DischargeCountQF,DischargeRates,DischargeRatesQF,PatientsCount,PatientCountQF,PatientsRates,PatientRatesQF
6773,2006/07,RA2701, ,18-24 years,Male,SMR01, ,0, , ,:,0, , ,:
6774,2006/07,RA2701, ,18-24 years,Female,SMR01, ,0, , ,:,0, , ,:
6775,2006/07,RA2701, ,25-39 years,Male,SMR01, ,10, , ,:,10, , ,:
6776,2006/07,RA2701, ,25-39 years,Female,SMR01, ,0, , ,:,0, , ,:
6777,2006/07,RA2701, ,40-64 years,Male,SMR01, ,20, , ,:,20, , ,:
6778,2006/07,RA2701, ,40-64 years,Female,SMR01, ,0, , ,:,0, , ,:
6779,2006/07,RA2701, ,65plus years,Male,SMR01, ,0, , ,:,0, , ,:
6780,2006/07,RA2701, ,65plus years,Female,SMR01, ,0, , ,:,0, , ,:
6781,2006/07,RA2704, ,0-17 years,Male,SMR01, ,0, , ,:,0, , ,:
6782,2006/07,RA2704, ,0-17 years,Female,SMR01, ,0, , ,:,0, , ,:
6783,2006/07,RA2704, ,18-24 years,Male,SMR01, ,0, , ,:,0, , ,:
6784,2006/07,RA2704, ,18-24 years,Female,SMR01, ,0, , ,:,0, , ,:
6785,2006/07,RA2704, ,25-39 years,Male,SMR01, ,10, , ,:,10, , ,:
6786,2006/07,RA2704, ,25-39 years,Female,SMR01, ,0, , ,:,0, , ,:
6787,2006/07,RA2704, ,40-64 years,Male,SMR01, ,10, , ,:,10, , ,:
6788,2006/07,RA2704, ,40-64 years,Female,SMR01, ,0, , ,:,0, , ,:
6789,2006/07,RA2704, ,65plus years,Male,SMR01, ,10, , ,:,0, , ,:
6790,2006/07,RA2704, ,65plus years,Female,SMR01, ,0, , ,:,0, , ,:
6791,2006/07,RA2703, ,0-17 years,Male,SMR01, ,0, , ,:,0, , ,:
6792,2006/07,RA2703, ,0-17 years,Female,SMR01, ,0, , ,:,0, , ,:
6793,2006/07,RA2703, ,18-24 years,Male,SMR01, ,0, , ,:,0, , ,:
6794,2006/07,RA2703, ,18-24 years,Female,SMR01, ,0, , ,:,0, , ,:
6795,2006/07,RA2703, ,25-39 years,Male,SMR01, ,0, , ,:,0, , ,:
6796,2006/07,RA2703, ,25-39 years,Female,SMR01, ,0, , ,:,0, , ,:
6797,2006/07,RA2703, ,40-64 years,Male,SMR01, ,10, , ,:,10, , ,:
6798,2006/07,RA2703, ,40-64 years,Female,SMR01, ,0, , ,:,0, , ,:
6799,2006/07,RA2703, ,65plus years,Male,SMR01, ,0, , ,:,0, , ,:
6800,2006/07,RA2703, ,65plus years,Female,SMR01, ,0, , ,:,0, , ,:
6801,2007/08,S08000015, ,0-17 years,Male,SMR01, ,60, ,155.66, ,50, ,129.72, 
6802,2007/08,S08000015, ,0-17 years,Female,SMR01, ,40, ,107.53, ,40, ,107.53, 
6803,2007/08,S08000015, ,18-24 years,Male,SMR01, ,50, ,333.38, ,50, ,333.38, 
6804,2007/08,S08000015, ,18-24 years,Female,SMR01, ,20, ,134.15, ,20, ,134.15, 
6805,2007/08,S08000015, ,25-39 years,Male,SMR01, ,110, ,353.28, ,70, ,224.81, 
6806,2007/08,S08000015, ,25-39 years,Female,SMR01, ,40, ,117.3, ,30, ,87.97, 
6807,2007/08,S08000015, ,40-64 years,Male,SMR01, ,240, ,375, ,180, ,281.25, 
6808,2007/08,S08000015, ,40-64 years,Female,SMR01, ,100, ,145.3, ,80, ,116.24, 
6809,2007/08,S08000015, ,65plus years,Male,SMR01, ,110, ,388.08, ,90, ,317.52, 
6810,2007/08,S08000015, ,65plus years,Female,SMR01, ,100, ,258.44, ,80, ,206.76, 
6811,2007/08,S08000016, ,0-17 years,Male,SMR01, ,20, ,174, ,10, ,87, 
6812,2007/08,S08000016, ,0-17 years,Female,SMR01, ,20, ,179.08, ,20, ,179.08, 
6813,2007/08,S08000016, ,18-24 years,Male,SMR01, ,20, ,547.95, ,20, ,547.95, 
6814,2007/08,S08000016, ,18-24 years,Female,SMR01, ,10, ,274.2, ,10, ,274.2, 
6815,2007/08,S08000016, ,25-39 years,Male,SMR01, ,20, ,223.16, ,10, ,111.58, 
6816,2007/08,S08000016, ,25-39 years,Female,SMR01, ,10, ,106.17, ,10, ,106.17, 
6817,2007/08,S08000016, ,40-64 years,Male,SMR01, ,40, ,193.56, ,30, ,145.17, 
6818,2007/08,S08000016, ,40-64 years,Female,SMR01, ,20, ,94.03, ,20, ,94.03, 
6819,2007/08,S08000016, ,65plus years,Male,SMR01, ,60, ,626.04, ,40, ,417.36, 
6820,2007/08,S08000016, ,65plus years,Female,SMR01, ,70, ,567.21, ,50, ,405.15, 
6821,2007/08,S08000017, ,0-17 years,Male,SMR01, ,20, ,132.31, ,20, ,132.31, 
6822,2007/08,S08000017, ,0-17 years,Female,SMR01, ,20, ,138.48, ,20, ,138.48, 
6823,2007/08,S08000017, ,18-24 years,Male,SMR01, ,10, ,185.36, ,10, ,185.36, 
6824,2007/08,S08000017, ,18-24 years,Female,SMR01, ,10, ,198.29, ,10, ,198.29, 
6825,2007/08,S08000017, ,25-39 years,Male,SMR01, ,20, ,177.46, ,10, ,88.73, 
6826,2007/08,S08000017, ,25-39 years,Female,SMR01, ,20, ,162.56, ,10, ,81.28, 
6827,2007/08,S08000017, ,40-64 years,Male,SMR01, ,50, ,183.31, ,40, ,146.65, 
6828,2007/08,S08000017, ,40-64 years,Female,SMR01, ,30, ,105.23, ,20, ,70.15, 
6829,2007/08,S08000017, ,65plus years,Male,SMR01, ,60, ,434.44, ,40, ,289.62, 
6830,2007/08,S08000017, ,65plus years,Female,SMR01, ,70, ,406.88, ,50, ,290.63, 
6831,2007/08,S08000019, ,0-17 years,Male,SMR01, ,10, ,31.86, ,10, ,31.86, 
6832,2007/08,S08000019, ,0-17 years,Female,SMR01, ,10, ,33.29, ,10, ,33.29, 
6833,2007/08,S08000019, ,18-24 years,Male,SMR01, ,10, ,77.34, ,10, ,77.34, 
6834,2007/08,S08000019, ,18-24 years,Female,SMR01, ,10, ,77.59, ,10, ,77.59, 
6835,2007/08,S08000019, ,25-39 years,Male,SMR01, ,20, ,72.54, ,20, ,72.54, 
6836,2007/08,S08000019, ,25-39 years,Female,SMR01, ,10, ,33.68, ,10, ,33.68, 
6837,2007/08,S08000019, ,40-64 years,Male,SMR01, ,100, ,202.07, ,70, ,141.45, 
6838,2007/08,S08000019, ,40-64 years,Female,SMR01, ,40, ,77.75, ,30, ,58.31, 
6839,2007/08,S08000019, ,65plus years,Male,SMR01, ,40, ,204.57, ,30, ,153.43, 
6840,2007/08,S08000019, ,65plus years,Female,SMR01, ,70, ,265.61, ,40, ,151.78, 
6841,2007/08,S08000020, ,0-17 years,Male,SMR01, ,20, ,35.36, ,20, ,35.36, 
6842,2007/08,S08000020, ,0-17 years,Female,SMR01, ,30, ,56.3, ,30, ,56.3, 
6843,2007/08,S08000020, ,18-24 years,Male,SMR01, ,30, ,114.77, ,20, ,76.51, 
6844,2007/08,S08000020, ,18-24 years,Female,SMR01, ,20, ,77.33, ,20, ,77.33, 
6845,2007/08,S08000020, ,25-39 years,Male,SMR01, ,120, ,212.79, ,70, ,124.13, 
6846,2007/08,S08000020, ,25-39 years,Female,SMR01, ,40, ,72.87, ,30, ,54.65, 
6847,2007/08,S08000020, ,40-64 years,Male,SMR01, ,240, ,252.32, ,180, ,189.24, 
6848,2007/08,S08000020, ,40-64 years,Female,SMR01, ,120, ,126.59, ,80, ,84.39, 
6849,2007/08,S08000020, ,65plus years,Male,SMR01, ,120, ,326.45, ,100, ,272.04, 
6850,2007/08,S08000020, ,65plus years,Female,SMR01, ,140, ,288.72, ,120, ,247.47, 
6851,2007/08,S08000022, ,0-17 years,Male,SMR01, ,30, ,92.23, ,30, ,92.23, 
6852,2007/08,S08000022, ,0-17 years,Female,SMR01, ,40, ,128.39, ,40, ,128.39, 
6853,2007/08,S08000022, ,18-24 years,Male,SMR01, ,30, ,241.76, ,30, ,241.76, 
6854,2007/08,S08000022, ,18-24 years,Female,SMR01, ,20, ,195.6, ,20, ,195.6, 
6855,2007/08,S08000022, ,25-39 years,Male,SMR01, ,100, ,375.97, ,60, ,225.58, 
6856,2007/08,S08000022, ,25-39 years,Female,SMR01, ,60, ,218.46, ,40, ,145.64, 
6857,2007/08,S08000022, ,40-64 years,Male,SMR01, ,320, ,553.71, ,200, ,346.07, 
6858,2007/08,S08000022, ,40-64 years,Female,SMR01, ,160, ,270.43, ,110, ,185.92, 
6859,2007/08,S08000022, ,65plus years,Male,SMR01, ,210, ,842.49, ,140, ,561.66, 
6860,2007/08,S08000022, ,65plus years,Female,SMR01, ,230, ,707.15, ,160, ,491.93, 
6861,2007/08,S08000024, ,0-17 years,Male,SMR01, ,40, ,49.46, ,40, ,49.46, 
6862,2007/08,S08000024, ,0-17 years,Female,SMR01, ,50, ,65.11, ,40, ,52.09, 
6863,2007/08,S08000024, ,18-24 years,Male,SMR01, ,40, ,99.24, ,30, ,74.43, 
6864,2007/08,S08000024, ,18-24 years,Female,SMR01, ,30, ,70.42, ,30, ,70.42, 
6865,2007/08,S08000024, ,25-39 years,Male,SMR01, ,150, ,168.28, ,110, ,123.4, 
6866,2007/08,S08000024, ,25-39 years,Female,SMR01, ,60, ,65.32, ,50, ,54.43, 
6867,2007/08,S08000024, ,40-64 years,Male,SMR01, ,430, ,335.7, ,260, ,202.98, 
6868,2007/08,S08000024, ,40-64 years,Female,SMR01, ,200, ,149.89, ,150, ,112.42, 
6869,2007/08,S08000024, ,65plus years,Male,SMR01, ,330, ,669.62, ,200, ,405.83, 
6870,2007/08,S08000024, ,65plus years,Female,SMR01, ,540, ,781.8, ,330, ,477.77, 
6871,2007/08,S08000025, ,0-17 years,Male,SMR01, ,0, ,0, ,0, ,0, 
6872,2007/08,S08000025, ,0-17 years,Female,SMR01, ,0, ,0, ,0, ,0, 
6873,2007/08,S08000025, ,18-24 years,Male,SMR01, ,0, ,0, ,0, ,0, 
6874,2007/08,S08000025, ,18-24 years,Female,SMR01, ,0, ,0, ,0, ,0, 
6875,2007/08,S08000025, ,25-39 years,Male,SMR01, ,0, ,0, ,0, ,0, 
6876,2007/08,S08000025, ,25-39 years,Female,SMR01, ,10, ,573.39, ,0, ,0, 
6877,2007/08,S08000025, ,40-64 years,Male,SMR01, ,10, ,255.56, ,10, ,255.56, 
6878,2007/08,S08000025, ,40-64 years,Female,SMR01, ,10, ,260.28, ,0, ,0, 
6879,2007/08,S08000025, ,65plus years,Male,SMR01, ,0, ,0, ,0, ,0, 
6880,2007/08,S08000025, ,65plus years,Female,SMR01, ,10, ,476.42, ,10, ,476.42, 
6881,2007/08,S08000026, ,0-17 years,Male,SMR01, ,0, ,0, ,0, ,0, 
6882,2007/08,S08000026, ,0-17 years,Female,SMR01, ,0, ,0, ,0, ,0, 
6883,2007/08,S08000026, ,18-24 years,Male,SMR01, ,0, ,0, ,0, ,0, 
6884,2007/08,S08000026, ,18-24 years,Female,SMR01, ,0, ,0, ,0, ,0, 
6885,2007/08,S08000026, ,25-39 years,Male,SMR01, ,0, ,0, ,0, ,0, 
6886,2007/08,S08000026, ,25-39 years,Female,SMR01, ,10, ,471.03, ,0, ,0, 
6887,2007/08,S08000026, ,40-64 years,Male,SMR01, ,20, ,487.21, ,20, ,487.21, 
6888,2007/08,S08000026, ,40-64 years,Female,SMR01, ,20, ,526.32, ,10, ,263.16, 
6889,2007/08,S08000026, ,65plus years,Male,SMR01, ,10, ,663.13, ,0, ,0, 
6890,2007/08,S08000026, ,65plus years,Female,SMR01, ,0, ,0, ,0, ,0, 
6891,2007/08,S08000028, ,0-17 years,Male,SMR01, ,0, ,0, ,0, ,0, 
6892,2007/08,S08000028, ,0-17 years,Female,SMR01, ,0, ,0, ,0, ,0, 
6893,2007/08,S08000028, ,18-24 years,Male,SMR01, ,0, ,0, ,0, ,0, 
6894,2007/08,S08000028, ,18-24 years,Female,SMR01, ,0, ,0, ,0, ,0, 
6895,2007/08,S08000028, ,25-39 years,Male,SMR01, ,20, ,881.83, ,20, ,881.83, 
6896,2007/08,S08000028, ,25-39 years,Female,SMR01, ,10, ,440.33, ,0, ,0, 
6897,2007/08,S08000028, ,40-64 years,Male,SMR01, ,50, ,982.7, ,40, ,786.16, 
6898,2007/08,S08000028, ,40-64 years,Female,SMR01, ,20, ,416.23, ,20, ,416.23, 
6899,2007/08,S08000028, ,65plus years,Male,SMR01, ,20, ,854.7, ,20, ,854.7, 
6900,2007/08,S08000028, ,65plus years,Female,SMR01, ,10, ,311.72, ,10, ,311.72, 
6901,2007/08,S08000029, ,0-17 years,Male,SMR01, ,20, ,53.71, ,20, ,53.71, 
6902,2007/08,S08000029, ,0-17 years,Female,SMR01, ,20, ,55.65, ,20, ,55.65, 
6903,2007/08,S08000029, ,18-24 years,Male,SMR01, ,20, ,122.46, ,20, ,122.46, 
6904,2007/08,S08000029, ,18-24 years,Female,SMR01, ,20, ,119.95, ,10, ,59.97, 
6905,2007/08,S08000029, ,25-39 years,Male,SMR01, ,50, ,152.3, ,30, ,91.38, 
6906,2007/08,S08000029, ,25-39 years,Female,SMR01, ,20, ,58, ,20, ,58, 
6907,2007/08,S08000029, ,40-64 years,Male,SMR01, ,130, ,212.44, ,90, ,147.08, 
6908,2007/08,S08000029, ,40-64 years,Female,SMR01, ,60, ,93.78, ,40, ,62.52, 
6909,2007/08,S08000029, ,65plus years,Male,SMR01, ,130, ,507.97, ,70, ,273.52, 
6910,2007/08,S08000029, ,65plus years,Female,SMR01, ,160, ,464.04, ,100, ,290.02, 
6911,2007/08,S08000030, ,0-17 years,Male,SMR01, ,20, ,49.23, ,20, ,49.23, 
6912,2007/08,S08000030, ,0-17 years,Female,SMR01, ,20, ,51.47, ,20, ,51.47, 
6913,2007/08,S08000030, ,18-24 years,Male,SMR01, ,10, ,55.26, ,10, ,55.26, 
6914,2007/08,S08000030, ,18-24 years,Female,SMR01, ,20, ,108.18, ,20, ,108.18, 
6915,2007/08,S08000030, ,25-39 years,Male,SMR01, ,40, ,116.01, ,40, ,116.01, 
6916,2007/08,S08000030, ,25-39 years,Female,SMR01, ,20, ,54.8, ,10, ,27.4, 
6917,2007/08,S08000030, ,40-64 years,Male,SMR01, ,120, ,179.21, ,90, ,134.41, 
6918,2007/08,S08000030, ,40-64 years,Female,SMR01, ,50, ,71, ,40, ,56.8, 
6919,2007/08,S08000030, ,65plus years,Male,SMR01, ,80, ,254.99, ,70, ,223.11, 
6920,2007/08,S08000030, ,65plus years,Female,SMR01, ,110, ,258.34, ,100, ,234.86, 
6921,2007/08,S08000031, ,0-17 years,Male,SMR01, ,50, ,43.09, ,50, ,43.09, 
6922,2007/08,S08000031, ,0-17 years,Female,SMR01, ,30, ,27.1, ,30, ,27.1, 
6923,2007/08,S08000031, ,18-24 years,Male,SMR01, ,70, ,123.38, ,50, ,88.13, 
6924,2007/08,S08000031, ,18-24 years,Female,SMR01, ,30, ,51.21, ,20, ,34.14, 
6925,2007/08,S08000031, ,25-39 years,Male,SMR01, ,410, ,373.09, ,250, ,227.49, 
6926,2007/08,S08000031, ,25-39 years,Female,SMR01, ,140, ,118.97, ,110, ,93.47, 
6927,2007/08,S08000031, ,40-64 years,Male,SMR01, ,1080, ,607.59, ,700, ,393.81, 
6928,2007/08,S08000031, ,40-64 years,Female,SMR01, ,390, ,205.48, ,270, ,142.25, 
6929,2007/08,S08000031, ,65plus years,Male,SMR01, ,520, ,741, ,320, ,456, 
6930,2007/08,S08000031, ,65plus years,Female,SMR01, ,700, ,668.9, ,440, ,420.45, 
6931,2007/08,S08000032, ,0-17 years,Male,SMR01, ,40, ,56.6, ,40, ,56.6, 
6932,2007/08,S08000032, ,0-17 years,Female,SMR01, ,20, ,29.59, ,20, ,29.59, 
6933,2007/08,S08000032, ,18-24 years,Male,SMR01, ,40, ,144.76, ,40, ,144.76, 
6934,2007/08,S08000032, ,18-24 years,Female,SMR01, ,10, ,36.12, ,10, ,36.12, 
6935,2007/08,S08000032, ,25-39 years,Male,SMR01, ,280, ,447.06, ,160, ,255.46, 
6936,2007/08,S08000032, ,25-39 years,Female,SMR01, ,90, ,135.48, ,50, ,75.27, 
6937,2007/08,S08000032, ,40-64 years,Male,SMR01, ,640, ,598.03, ,350, ,327.05, 
6938,2007/08,S08000032, ,40-64 years,Female,SMR01, ,220, ,192.27, ,130, ,113.61, 
6939,2007/08,S08000032, ,65plus years,Male,SMR01, ,250, ,618.98, ,130, ,321.87, 
6940,2007/08,S08000032, ,65plus years,Female,SMR01, ,260, ,455.66, ,150, ,262.88, 
6941,2007/08,RA2702, ,0-17 years,Male,SMR01, ,0, , ,:,0, , ,:
6942,2007/08,RA2702, ,0-17 years,Female,SMR01, ,0, , ,:,0, , ,:
6943,2007/08,RA2702, ,18-24 years,Male,SMR01, ,0, , ,:,0, , ,:
6944,2007/08,RA2702, ,18-24 years,Female,SMR01, ,0, , ,:,0, , ,:
6945,2007/08,RA2702, ,25-39 years,Male,SMR01, ,10, , ,:,10, , ,:
6946,2007/08,RA2702, ,25-39 years,Female,SMR01, ,0, , ,:,0, , ,:
6947,2007/08,RA2702, ,40-64 years,Male,SMR01, ,20, , ,:,20, , ,:
6948,2007/08,RA2702, ,40-64 years,Female,SMR01, ,0, , ,:,0, , ,:
6949,2007/08,RA2702, ,65plus years,Male,SMR01, ,10, , ,:,10, , ,:
6950,2007/08,RA2702, ,65plus years,Female,SMR01, ,0, , ,:,0, , ,:
6951,2007/08,RA2701, ,0-17 years,Male,SMR01, ,0, , ,:,0, , ,:
6952,2007/08,RA2701, ,0-17 years,Female,SMR01, ,0, , ,:,0, , ,:
6953,2007/08,RA2701, ,18-24 years,Male,SMR01, ,0, , ,:,0, , ,:
6954,2007/08,RA2701, ,18-24 years,Female,SMR01, ,0, , ,:,0, , ,:
6955,2007/08,RA2701, ,25-39 years,Male,SMR01, ,10, , ,:,0, , ,:
6956,2007/08,RA2701, ,25-39 years,Female,SMR01, ,0, , ,:,0, , ,:
6957,2007/08,RA2701, ,40-64 years,Male,SMR01, ,30, , ,:,20, , ,:
6958,2007/08,RA2701, ,40-64 years,Female,SMR01, ,0, , ,:,0, , ,:
6959,2007/08,RA2701, ,65plus years,Male,SMR01, ,0, , ,:,0, , ,:
6960,2007/08,RA2701, ,65plus years,Female,SMR01, ,0, , ,:,0, , ,:
6961,2007/08,RA2704, ,0-17 years,Male,SMR01, ,0, , ,:,0, , ,:
6962,2007/08,RA2704, ,0-17 years,Female,SMR01, ,0, , ,:,0, , ,:
6963,2007/08,RA2704, ,18-24 years,Male,SMR01, ,0, , ,:,0, , ,:
6964,2007/08,RA2704, ,18-24 years,Female,SMR01, ,0, , ,:,0, , ,:
6965,2007/08,RA2704, ,25-39 years,Male,SMR01, ,20, , ,:,10, , ,:
6966,2007/08,RA2704, ,25-39 years,Female,SMR01, ,0, , ,:,0, , ,:
6967,2007/08,RA2704, ,40-64 years,Male,SMR01, ,20, , ,:,10, , ,:
6968,2007/08,RA2704, ,40-64 years,Female,SMR01, ,10, , ,:,0, , ,:
6969,2007/08,RA2704, ,65plus years,Male,SMR01, ,0, , ,:,0, , ,:
6970,2007/08,RA2704, ,65plus years,Female,SMR01, ,0, , ,:,0, , ,:
6971,2007/08,RA2703, ,0-17 years,Male,SMR01, ,0, , ,:,0, , ,:
6972,2007/08,RA2703, ,0-17 years,Female,SMR01, ,0, , ,:,0, , ,:
6973,2007/08,RA2703, ,18-24 years,Male,SMR01, ,0, , ,:,0, , ,:
6974,2007/08,RA2703, ,18-24 years,Female,SMR01, ,0, , ,:,0, , ,:
6975,2007/08,RA2703, ,25-39 years,Male,SMR01, ,0, , ,:,0, , ,:
6976,2007/08,RA2703, ,25-39 years,Female,SMR01, ,0, , ,:,0, , ,:
6977,2007/08,RA2703, ,40-64 years,Male,SMR01, ,10, , ,:,0, , ,:
6978,2007/08,RA2703, ,40-64 years,Female,SMR01, ,0, , ,:,0, , ,:
6979,2007/08,RA2703, ,65plus years,Male,SMR01, ,0, , ,:,0, , ,:
6980,2007/08,RA2703, ,65plus years,Female,SMR01, ,0, , ,:,0, , ,:
6981,2008/09,S08000015, ,0-17 years,Male,SMR01, ,40, ,103.82, ,40, ,103.82, 
6982,2008/09,S08000015, ,0-17 years,Female,SMR01, ,20, ,53.93, ,20, ,53.93, 
6983,2008/09,S08000015, ,18-24 years,Male,SMR01, ,20, ,132.56, ,20, ,132.56, 
6984,2008/09,S08000015, ,18-24 years,Female,SMR01, ,20, ,132.61, ,20, ,132.61, 
6985,2008/09,S08000015, ,25-39 years,Male,SMR01, ,110, ,358.01, ,80, ,260.37, 
6986,2008/09,S08000015, ,25-39 years,Female,SMR01, ,50, ,149.23, ,40, ,119.39, 
6987,2008/09,S08000015, ,40-64 years,Male,SMR01, ,230, ,356.92, ,170, ,263.81, 
6988,2008/09,S08000015, ,40-64 years,Female,SMR01, ,120, ,172.7, ,90, ,129.53, 
6989,2008/09,S08000015, ,65plus years,Male,SMR01, ,90, ,309.37, ,80, ,275, 
6990,2008/09,S08000015, ,65plus years,Female,SMR01, ,100, ,255.83, ,80, ,204.67, 
6991,2008/09,S08000016, ,0-17 years,Male,SMR01, ,10, ,87.09, ,10, ,87.09, 
6992,2008/09,S08000016, ,0-17 years,Female,SMR01, ,20, ,178.14, ,20, ,178.14, 
6993,2008/09,S08000016, ,18-24 years,Male,SMR01, ,10, ,265.25, ,10, ,265.25, 
6994,2008/09,S08000016, ,18-24 years,Female,SMR01, ,10, ,264.06, ,10, ,264.06, 
6995,2008/09,S08000016, ,25-39 years,Male,SMR01, ,30, ,341.84, ,10, ,113.95, 
6996,2008/09,S08000016, ,25-39 years,Female,SMR01, ,10, ,107.09, ,10, ,107.09, 
6997,2008/09,S08000016, ,40-64 years,Male,SMR01, ,50, ,238.8, ,40, ,191.04, 
6998,2008/09,S08000016, ,40-64 years,Female,SMR01, ,30, ,139, ,20, ,92.67, 
6999,2008/09,S08000016, ,65plus years,Male,SMR01, ,60, ,606.98, ,40, ,404.65, 
7000,2008/09,S08000016, ,65plus years,Female,SMR01, ,80, ,636.23, ,70, ,556.7, 
7001,2008/09,S08000017, ,0-17 years,Male,SMR01, ,20, ,132.64, ,20, ,132.64, 
7002,2008/09,S08000017, ,0-17 years,Female,SMR01, ,20, ,138.97, ,20, ,138.97, 
7003,2008/09,S08000017, ,18-24 years,Male,SMR01, ,0, ,0, ,0, ,0, 
7004,2008/09,S08000017, ,18-24 years,Female,SMR01, ,10, ,195.43, ,10, ,195.43, 
7005,2008/09,S08000017, ,25-39 years,Male,SMR01, ,10, ,90, ,10, ,90, 
7006,2008/09,S08000017, ,25-39 years,Female,SMR01, ,10, ,82.97, ,10, ,82.97, 
7007,2008/09,S08000017, ,40-64 years,Male,SMR01, ,50, ,182.66, ,40, ,146.12, 
7008,2008/09,S08000017, ,40-64 years,Female,SMR01, ,20, ,69.64, ,20, ,69.64, 
7009,2008/09,S08000017, ,65plus years,Male,SMR01, ,90, ,637.85, ,50, ,354.36, 
7010,2008/09,S08000017, ,65plus years,Female,SMR01, ,60, ,341.67, ,40, ,227.78, 
7011,2008/09,S08000019, ,0-17 years,Male,SMR01, ,10, ,31.87, ,10, ,31.87, 
7012,2008/09,S08000019, ,0-17 years,Female,SMR01, ,10, ,33.2, ,10, ,33.2, 
7013,2008/09,S08000019, ,18-24 years,Male,SMR01, ,10, ,76.43, ,10, ,76.43, 
7014,2008/09,S08000019, ,18-24 years,Female,SMR01, ,10, ,77.98, ,10, ,77.98, 
7015,2008/09,S08000019, ,25-39 years,Male,SMR01, ,30, ,110.25, ,20, ,73.5, 
7016,2008/09,S08000019, ,25-39 years,Female,SMR01, ,20, ,68.36, ,10, ,34.18, 
7017,2008/09,S08000019, ,40-64 years,Male,SMR01, ,90, ,179.41, ,70, ,139.54, 
7018,2008/09,S08000019, ,40-64 years,Female,SMR01, ,60, ,114.89, ,50, ,95.74, 
7019,2008/09,S08000019, ,65plus years,Male,SMR01, ,60, ,299.01, ,40, ,199.34, 
7020,2008/09,S08000019, ,65plus years,Female,SMR01, ,70, ,262.28, ,50, ,187.34, 
7021,2008/09,S08000020, ,0-17 years,Male,SMR01, ,40, ,70.85, ,30, ,53.13, 
7022,2008/09,S08000020, ,0-17 years,Female,SMR01, ,40, ,74.99, ,40, ,74.99, 
7023,2008/09,S08000020, ,18-24 years,Male,SMR01, ,20, ,74.25, ,20, ,74.25, 
7024,2008/09,S08000020, ,18-24 years,Female,SMR01, ,20, ,76.84, ,20, ,76.84, 
7025,2008/09,S08000020, ,25-39 years,Male,SMR01, ,100, ,175.83, ,60, ,105.5, 
7026,2008/09,S08000020, ,25-39 years,Female,SMR01, ,40, ,72.28, ,40, ,72.28, 
7027,2008/09,S08000020, ,40-64 years,Male,SMR01, ,260, ,269.96, ,180, ,186.89, 
7028,2008/09,S08000020, ,40-64 years,Female,SMR01, ,130, ,135.7, ,90, ,93.94, 
7029,2008/09,S08000020, ,65plus years,Male,SMR01, ,130, ,346.05, ,90, ,239.57, 
7030,2008/09,S08000020, ,65plus years,Female,SMR01, ,140, ,285.53, ,120, ,244.74, 
7031,2008/09,S08000022, ,0-17 years,Male,SMR01, ,30, ,91.83, ,30, ,91.83, 
7032,2008/09,S08000022, ,0-17 years,Female,SMR01, ,40, ,128.75, ,40, ,128.75, 
7033,2008/09,S08000022, ,18-24 years,Male,SMR01, ,30, ,241.68, ,30, ,241.68, 
7034,2008/09,S08000022, ,18-24 years,Female,SMR01, ,20, ,192.12, ,20, ,192.12, 
7035,2008/09,S08000022, ,25-39 years,Male,SMR01, ,100, ,381.91, ,70, ,267.34, 
7036,2008/09,S08000022, ,25-39 years,Female,SMR01, ,50, ,184.5, ,40, ,147.6, 
7037,2008/09,S08000022, ,40-64 years,Male,SMR01, ,370, ,633.82, ,240, ,411.13, 
7038,2008/09,S08000022, ,40-64 years,Female,SMR01, ,140, ,234.13, ,100, ,167.24, 
7039,2008/09,S08000022, ,65plus years,Male,SMR01, ,230, ,893.45, ,150, ,582.68, 
7040,2008/09,S08000022, ,65plus years,Female,SMR01, ,220, ,664.25, ,160, ,483.09, 
7041,2008/09,S08000024, ,0-17 years,Male,SMR01, ,30, ,37.09, ,30, ,37.09, 
7042,2008/09,S08000024, ,0-17 years,Female,SMR01, ,40, ,51.99, ,30, ,38.99, 
7043,2008/09,S08000024, ,18-24 years,Male,SMR01, ,30, ,72.83, ,30, ,72.83, 
7044,2008/09,S08000024, ,18-24 years,Female,SMR01, ,30, ,68.65, ,20, ,45.77, 
7045,2008/09,S08000024, ,25-39 years,Male,SMR01, ,160, ,179.3, ,120, ,134.48, 
7046,2008/09,S08000024, ,25-39 years,Female,SMR01, ,60, ,65.42, ,40, ,43.62, 
7047,2008/09,S08000024, ,40-64 years,Male,SMR01, ,420, ,322.41, ,260, ,199.59, 
7048,2008/09,S08000024, ,40-64 years,Female,SMR01, ,180, ,133.03, ,130, ,96.07, 
7049,2008/09,S08000024, ,65plus years,Male,SMR01, ,380, ,757.45, ,220, ,438.53, 
7050,2008/09,S08000024, ,65plus years,Female,SMR01, ,540, ,776.54, ,310, ,445.79, 
7051,2008/09,S08000025, ,0-17 years,Male,SMR01, ,0, ,0, ,0, ,0, 
7052,2008/09,S08000025, ,0-17 years,Female,SMR01, ,0, ,0, ,0, ,0, 
7053,2008/09,S08000025, ,18-24 years,Male,SMR01, ,0, ,0, ,0, ,0, 
7054,2008/09,S08000025, ,18-24 years,Female,SMR01, ,0, ,0, ,0, ,0, 
7055,2008/09,S08000025, ,25-39 years,Male,SMR01, ,0, ,0, ,0, ,0, 
