_id,FinancialYear,HBT,HBTQF,Dataset,DatasetQF,LengthOfStay,NumberOfStays
5216,2017/18,S08000031, ,Total,d,< 1 day,840
5217,2017/18,S08000031, ,Total,d,1 - 7 days,3720
5218,2017/18,S08000031, ,Total,d,8 - 28 days,2560
5219,2017/18,S08000031, ,Total,d,29 days - 6 months,1680
5220,2017/18,S08000031, ,Total,d,> 6 months,350
5221,2017/18,S08000022, ,SMR01, ,< 1 day,150
5222,2017/18,S08000022, ,SMR01, ,1 - 7 days,400
5223,2017/18,S08000022, ,SMR01, ,8 - 28 days,100
5224,2017/18,S08000022, ,SMR01, ,29 days - 6 months,60
5225,2017/18,S08000022, ,SMR01, ,> 6 months,10
5226,2017/18,S08000022, ,SMR04, ,< 1 day,30
5227,2017/18,S08000022, ,SMR04, ,1 - 7 days,270
5228,2017/18,S08000022, ,SMR04, ,8 - 28 days,330
5229,2017/18,S08000022, ,SMR04, ,29 days - 6 months,240
5230,2017/18,S08000022, ,SMR04, ,> 6 months,70
5231,2017/18,S08000022, ,Total,d,< 1 day,180
5232,2017/18,S08000022, ,Total,d,1 - 7 days,670
5233,2017/18,S08000022, ,Total,d,8 - 28 days,430
5234,2017/18,S08000022, ,Total,d,29 days - 6 months,300
5235,2017/18,S08000022, ,Total,d,> 6 months,80
5236,2017/18,S08000032, ,SMR01, ,< 1 day,310
5237,2017/18,S08000032, ,SMR01, ,1 - 7 days,940
5238,2017/18,S08000032, ,SMR01, ,8 - 28 days,310
5239,2017/18,S08000032, ,SMR01, ,29 days - 6 months,100
5240,2017/18,S08000032, ,SMR01, ,> 6 months,0
5241,2017/18,S08000032, ,SMR04, ,< 1 day,20
5242,2017/18,S08000032, ,SMR04, ,1 - 7 days,300
5243,2017/18,S08000032, ,SMR04, ,8 - 28 days,570
5244,2017/18,S08000032, ,SMR04, ,29 days - 6 months,450
5245,2017/18,S08000032, ,SMR04, ,> 6 months,100
5246,2017/18,S08000032, ,Total,d,< 1 day,330
5247,2017/18,S08000032, ,Total,d,1 - 7 days,1230
5248,2017/18,S08000032, ,Total,d,8 - 28 days,880
5249,2017/18,S08000032, ,Total,d,29 days - 6 months,550
5250,2017/18,S08000032, ,Total,d,> 6 months,100
5251,2017/18,S08000024, ,SMR01, ,< 1 day,280
5252,2017/18,S08000024, ,SMR01, ,1 - 7 days,950
5253,2017/18,S08000024, ,SMR01, ,8 - 28 days,410
5254,2017/18,S08000024, ,SMR01, ,29 days - 6 months,230
5255,2017/18,S08000024, ,SMR01, ,> 6 months,10
5256,2017/18,S08000024, ,SMR04, ,< 1 day,310
5257,2017/18,S08000024, ,SMR04, ,1 - 7 days,620
5258,2017/18,S08000024, ,SMR04, ,8 - 28 days,830
5259,2017/18,S08000024, ,SMR04, ,29 days - 6 months,710
5260,2017/18,S08000024, ,SMR04, ,> 6 months,200
5261,2017/18,S08000024, ,Total,d,< 1 day,590
5262,2017/18,S08000024, ,Total,d,1 - 7 days,1580
5263,2017/18,S08000024, ,Total,d,8 - 28 days,1240
5264,2017/18,S08000024, ,Total,d,29 days - 6 months,940
5265,2017/18,S08000024, ,Total,d,> 6 months,210
5266,2017/18,S08000025, ,SMR01, ,< 1 day,30
5267,2017/18,S08000025, ,SMR01, ,1 - 7 days,20
5268,2017/18,S08000025, ,SMR01, ,8 - 28 days,10
5269,2017/18,S08000025, ,SMR01, ,29 days - 6 months,0
5270,2017/18,S08000025, ,SMR01, ,> 6 months,0
5271,2017/18,S08000025, ,SMR04, ,< 1 day,0
5272,2017/18,S08000025, ,SMR04, ,1 - 7 days,0
5273,2017/18,S08000025, ,SMR04, ,8 - 28 days,0
5274,2017/18,S08000025, ,SMR04, ,29 days - 6 months,0
5275,2017/18,S08000025, ,SMR04, ,> 6 months,0
5276,2017/18,S08000025, ,Total,d,< 1 day,30
5277,2017/18,S08000025, ,Total,d,1 - 7 days,20
5278,2017/18,S08000025, ,Total,d,8 - 28 days,10
5279,2017/18,S08000025, ,Total,d,29 days - 6 months,0
5280,2017/18,S08000025, ,Total,d,> 6 months,0
5281,2017/18,S08000026, ,SMR01, ,< 1 day,20
5282,2017/18,S08000026, ,SMR01, ,1 - 7 days,50
5283,2017/18,S08000026, ,SMR01, ,8 - 28 days,20
5284,2017/18,S08000026, ,SMR01, ,29 days - 6 months,0
5285,2017/18,S08000026, ,SMR01, ,> 6 months,0
5286,2017/18,S08000026, ,SMR04, ,< 1 day,0
5287,2017/18,S08000026, ,SMR04, ,1 - 7 days,0
5288,2017/18,S08000026, ,SMR04, ,8 - 28 days,0
5289,2017/18,S08000026, ,SMR04, ,29 days - 6 months,0
5290,2017/18,S08000026, ,SMR04, ,> 6 months,0
5291,2017/18,S08000026, ,Total,d,< 1 day,20
5292,2017/18,S08000026, ,Total,d,1 - 7 days,50
5293,2017/18,S08000026, ,Total,d,8 - 28 days,20
5294,2017/18,S08000026, ,Total,d,29 days - 6 months,0
5295,2017/18,S08000026, ,Total,d,> 6 months,0
5296,2017/18,S08000030, ,SMR01, ,< 1 day,220
5297,2017/18,S08000030, ,SMR01, ,1 - 7 days,460
5298,2017/18,S08000030, ,SMR01, ,8 - 28 days,200
5299,2017/18,S08000030, ,SMR01, ,29 days - 6 months,120
5300,2017/18,S08000030, ,SMR01, ,> 6 months,0
5301,2017/18,S08000030, ,SMR04, ,< 1 day,40
5302,2017/18,S08000030, ,SMR04, ,1 - 7 days,460
5303,2017/18,S08000030, ,SMR04, ,8 - 28 days,450
5304,2017/18,S08000030, ,SMR04, ,29 days - 6 months,570
5305,2017/18,S08000030, ,SMR04, ,> 6 months,90
5306,2017/18,S08000030, ,Total,d,< 1 day,260
5307,2017/18,S08000030, ,Total,d,1 - 7 days,920
5308,2017/18,S08000030, ,Total,d,8 - 28 days,650
5309,2017/18,S08000030, ,Total,d,29 days - 6 months,700
5310,2017/18,S08000030, ,Total,d,> 6 months,90
5311,2017/18,S08000028, ,SMR01, ,< 1 day,20
5312,2017/18,S08000028, ,SMR01, ,1 - 7 days,70
5313,2017/18,S08000028, ,SMR01, ,8 - 28 days,10
5314,2017/18,S08000028, ,SMR01, ,29 days - 6 months,10
5315,2017/18,S08000028, ,SMR01, ,> 6 months,0
5316,2017/18,S08000028, ,SMR04, ,< 1 day,0
5317,2017/18,S08000028, ,SMR04, ,1 - 7 days,0
5318,2017/18,S08000028, ,SMR04, ,8 - 28 days,10
5319,2017/18,S08000028, ,SMR04, ,29 days - 6 months,20
5320,2017/18,S08000028, ,SMR04, ,> 6 months,10
5321,2017/18,S08000028, ,Total,d,< 1 day,20
5322,2017/18,S08000028, ,Total,d,1 - 7 days,80
5323,2017/18,S08000028, ,Total,d,8 - 28 days,20
5324,2017/18,S08000028, ,Total,d,29 days - 6 months,20
5325,2017/18,S08000028, ,Total,d,> 6 months,10
5326,2017/18,SB0802, ,SMR01, ,< 1 day,0
5327,2017/18,SB0802, ,SMR01, ,1 - 7 days,0
5328,2017/18,SB0802, ,SMR01, ,8 - 28 days,0
5329,2017/18,SB0802, ,SMR01, ,29 days - 6 months,0
5330,2017/18,SB0802, ,SMR01, ,> 6 months,0
5331,2017/18,SB0802, ,SMR04, ,< 1 day,0
5332,2017/18,SB0802, ,SMR04, ,1 - 7 days,0
5333,2017/18,SB0802, ,SMR04, ,8 - 28 days,0
5334,2017/18,SB0802, ,SMR04, ,29 days - 6 months,10
5335,2017/18,SB0802, ,SMR04, ,> 6 months,10
5336,2017/18,SB0802, ,Total,d,< 1 day,0
5337,2017/18,SB0802, ,Total,d,1 - 7 days,0
5338,2017/18,SB0802, ,Total,d,8 - 28 days,0
5339,2017/18,SB0802, ,Total,d,29 days - 6 months,10
5340,2017/18,SB0802, ,Total,d,> 6 months,10
5341,2017/18,S92000003,d,SMR01, ,< 1 day,2840
5342,2017/18,S92000003,d,SMR01, ,1 - 7 days,7960
5343,2017/18,S92000003,d,SMR01, ,8 - 28 days,2700
5344,2017/18,S92000003,d,SMR01, ,29 days - 6 months,1090
5345,2017/18,S92000003,d,SMR01, ,> 6 months,40
5346,2017/18,S92000003,d,SMR04, ,< 1 day,660
5347,2017/18,S92000003,d,SMR04, ,1 - 7 days,4350
5348,2017/18,S92000003,d,SMR04, ,8 - 28 days,5560
5349,2017/18,S92000003,d,SMR04, ,29 days - 6 months,5050
5350,2017/18,S92000003,d,SMR04, ,> 6 months,1180
5351,2017/18,S92000003,d,Total,d,< 1 day,3510
5352,2017/18,S92000003,d,Total,d,1 - 7 days,12310
5353,2017/18,S92000003,d,Total,d,8 - 28 days,8250
5354,2017/18,S92000003,d,Total,d,29 days - 6 months,6140
5355,2017/18,S92000003,d,Total,d,> 6 months,1220
5356,2018/19,SB0801, ,SMR01, ,< 1 day,0
5357,2018/19,SB0801, ,SMR01, ,1 - 7 days,0
5358,2018/19,SB0801, ,SMR01, ,8 - 28 days,0
5359,2018/19,SB0801, ,SMR01, ,29 days - 6 months,0
5360,2018/19,SB0801, ,SMR01, ,> 6 months,0
5361,2018/19,SB0801, ,SMR04, ,< 1 day,0
5362,2018/19,SB0801, ,SMR04, ,1 - 7 days,0
5363,2018/19,SB0801, ,SMR04, ,8 - 28 days,0
5364,2018/19,SB0801, ,SMR04, ,29 days - 6 months,0
5365,2018/19,SB0801, ,SMR04, ,> 6 months,0
5366,2018/19,SB0801, ,Total,d,< 1 day,0
5367,2018/19,SB0801, ,Total,d,1 - 7 days,0
5368,2018/19,SB0801, ,Total,d,8 - 28 days,0
5369,2018/19,SB0801, ,Total,d,29 days - 6 months,0
5370,2018/19,SB0801, ,Total,d,> 6 months,0
5371,2018/19,S08000015, ,SMR01, ,< 1 day,220
5372,2018/19,S08000015, ,SMR01, ,1 - 7 days,530
5373,2018/19,S08000015, ,SMR01, ,8 - 28 days,160
5374,2018/19,S08000015, ,SMR01, ,29 days - 6 months,60
5375,2018/19,S08000015, ,SMR01, ,> 6 months,0
5376,2018/19,S08000015, ,SMR04, ,< 1 day,10
5377,2018/19,S08000015, ,SMR04, ,1 - 7 days,300
5378,2018/19,S08000015, ,SMR04, ,8 - 28 days,340
5379,2018/19,S08000015, ,SMR04, ,29 days - 6 months,330
5380,2018/19,S08000015, ,SMR04, ,> 6 months,60
5381,2018/19,S08000015, ,Total,d,< 1 day,220
5382,2018/19,S08000015, ,Total,d,1 - 7 days,830
5383,2018/19,S08000015, ,Total,d,8 - 28 days,500
5384,2018/19,S08000015, ,Total,d,29 days - 6 months,390
5385,2018/19,S08000015, ,Total,d,> 6 months,60
5386,2018/19,S08000016, ,SMR01, ,< 1 day,40
5387,2018/19,S08000016, ,SMR01, ,1 - 7 days,120
5388,2018/19,S08000016, ,SMR01, ,8 - 28 days,40
5389,2018/19,S08000016, ,SMR01, ,29 days - 6 months,20
5390,2018/19,S08000016, ,SMR01, ,> 6 months,0
5391,2018/19,S08000016, ,SMR04, ,< 1 day,10
5392,2018/19,S08000016, ,SMR04, ,1 - 7 days,90
5393,2018/19,S08000016, ,SMR04, ,8 - 28 days,110
5394,2018/19,S08000016, ,SMR04, ,29 days - 6 months,90
5395,2018/19,S08000016, ,SMR04, ,> 6 months,30
5396,2018/19,S08000016, ,Total,d,< 1 day,40
5397,2018/19,S08000016, ,Total,d,1 - 7 days,220
5398,2018/19,S08000016, ,Total,d,8 - 28 days,150
5399,2018/19,S08000016, ,Total,d,29 days - 6 months,110
5400,2018/19,S08000016, ,Total,d,> 6 months,30
5401,2018/19,S08000017, ,SMR01, ,< 1 day,300
5402,2018/19,S08000017, ,SMR01, ,1 - 7 days,140
5403,2018/19,S08000017, ,SMR01, ,8 - 28 days,70
5404,2018/19,S08000017, ,SMR01, ,29 days - 6 months,20
5405,2018/19,S08000017, ,SMR01, ,> 6 months,0
5406,2018/19,S08000017, ,SMR04, ,< 1 day,110
5407,2018/19,S08000017, ,SMR04, ,1 - 7 days,160
5408,2018/19,S08000017, ,SMR04, ,8 - 28 days,160
5409,2018/19,S08000017, ,SMR04, ,29 days - 6 months,160
5410,2018/19,S08000017, ,SMR04, ,> 6 months,10
5411,2018/19,S08000017, ,Total,d,< 1 day,410
5412,2018/19,S08000017, ,Total,d,1 - 7 days,300
5413,2018/19,S08000017, ,Total,d,8 - 28 days,230
5414,2018/19,S08000017, ,Total,d,29 days - 6 months,180
5415,2018/19,S08000017, ,Total,d,> 6 months,10
5416,2018/19,S08000029, ,SMR01, ,< 1 day,280
5417,2018/19,S08000029, ,SMR01, ,1 - 7 days,560
5418,2018/19,S08000029, ,SMR01, ,8 - 28 days,270
5419,2018/19,S08000029, ,SMR01, ,29 days - 6 months,120
5420,2018/19,S08000029, ,SMR01, ,> 6 months,0
5421,2018/19,S08000029, ,SMR04, ,< 1 day,30
5422,2018/19,S08000029, ,SMR04, ,1 - 7 days,330
5423,2018/19,S08000029, ,SMR04, ,8 - 28 days,320
5424,2018/19,S08000029, ,SMR04, ,29 days - 6 months,360
5425,2018/19,S08000029, ,SMR04, ,> 6 months,80
5426,2018/19,S08000029, ,Total,d,< 1 day,310
5427,2018/19,S08000029, ,Total,d,1 - 7 days,890
5428,2018/19,S08000029, ,Total,d,8 - 28 days,590
5429,2018/19,S08000029, ,Total,d,29 days - 6 months,480
5430,2018/19,S08000029, ,Total,d,> 6 months,80
5431,2018/19,S08000019, ,SMR01, ,< 1 day,110
5432,2018/19,S08000019, ,SMR01, ,1 - 7 days,370
5433,2018/19,S08000019, ,SMR01, ,8 - 28 days,90
5434,2018/19,S08000019, ,SMR01, ,29 days - 6 months,40
5435,2018/19,S08000019, ,SMR01, ,> 6 months,0
5436,2018/19,S08000019, ,SMR04, ,< 1 day,30
5437,2018/19,S08000019, ,SMR04, ,1 - 7 days,350
5438,2018/19,S08000019, ,SMR04, ,8 - 28 days,280
5439,2018/19,S08000019, ,SMR04, ,29 days - 6 months,230
5440,2018/19,S08000019, ,SMR04, ,> 6 months,90
5441,2018/19,S08000019, ,Total,d,< 1 day,140
5442,2018/19,S08000019, ,Total,d,1 - 7 days,720
5443,2018/19,S08000019, ,Total,d,8 - 28 days,360
5444,2018/19,S08000019, ,Total,d,29 days - 6 months,260
5445,2018/19,S08000019, ,Total,d,> 6 months,90
5446,2018/19,S08000020, ,SMR01, ,< 1 day,240
5447,2018/19,S08000020, ,SMR01, ,1 - 7 days,660
5448,2018/19,S08000020, ,SMR01, ,8 - 28 days,150
5449,2018/19,S08000020, ,SMR01, ,29 days - 6 months,60
5450,2018/19,S08000020, ,SMR01, ,> 6 months,0
5451,2018/19,S08000020, ,SMR04, ,< 1 day,80
5452,2018/19,S08000020, ,SMR04, ,1 - 7 days,350
5453,2018/19,S08000020, ,SMR04, ,8 - 28 days,470
5454,2018/19,S08000020, ,SMR04, ,29 days - 6 months,510
5455,2018/19,S08000020, ,SMR04, ,> 6 months,110
5456,2018/19,S08000020, ,Total,d,< 1 day,310
5457,2018/19,S08000020, ,Total,d,1 - 7 days,1020
5458,2018/19,S08000020, ,Total,d,8 - 28 days,620
5459,2018/19,S08000020, ,Total,d,29 days - 6 months,580
5460,2018/19,S08000020, ,Total,d,> 6 months,110
5461,2018/19,S08000031, ,SMR01, ,< 1 day,870
5462,2018/19,S08000031, ,SMR01, ,1 - 7 days,2710
5463,2018/19,S08000031, ,SMR01, ,8 - 28 days,780
5464,2018/19,S08000031, ,SMR01, ,29 days - 6 months,260
5465,2018/19,S08000031, ,SMR01, ,> 6 months,0
5466,2018/19,S08000031, ,SMR04, ,< 1 day,60
5467,2018/19,S08000031, ,SMR04, ,1 - 7 days,1080
5468,2018/19,S08000031, ,SMR04, ,8 - 28 days,1830
5469,2018/19,S08000031, ,SMR04, ,29 days - 6 months,1410
5470,2018/19,S08000031, ,SMR04, ,> 6 months,290
5471,2018/19,S08000031, ,Total,d,< 1 day,940
5472,2018/19,S08000031, ,Total,d,1 - 7 days,3790
5473,2018/19,S08000031, ,Total,d,8 - 28 days,2620
5474,2018/19,S08000031, ,Total,d,29 days - 6 months,1670
5475,2018/19,S08000031, ,Total,d,> 6 months,290
5476,2018/19,S08000022, ,SMR01, ,< 1 day,180
5477,2018/19,S08000022, ,SMR01, ,1 - 7 days,460
5478,2018/19,S08000022, ,SMR01, ,8 - 28 days,120
5479,2018/19,S08000022, ,SMR01, ,29 days - 6 months,60
5480,2018/19,S08000022, ,SMR01, ,> 6 months,10
5481,2018/19,S08000022, ,SMR04, ,< 1 day,20
5482,2018/19,S08000022, ,SMR04, ,1 - 7 days,230
5483,2018/19,S08000022, ,SMR04, ,8 - 28 days,260
5484,2018/19,S08000022, ,SMR04, ,29 days - 6 months,220
5485,2018/19,S08000022, ,SMR04, ,> 6 months,70
5486,2018/19,S08000022, ,Total,d,< 1 day,190
5487,2018/19,S08000022, ,Total,d,1 - 7 days,690
5488,2018/19,S08000022, ,Total,d,8 - 28 days,380
5489,2018/19,S08000022, ,Total,d,29 days - 6 months,280
5490,2018/19,S08000022, ,Total,d,> 6 months,80
5491,2018/19,S08000032, ,SMR01, ,< 1 day,370
5492,2018/19,S08000032, ,SMR01, ,1 - 7 days,1020
5493,2018/19,S08000032, ,SMR01, ,8 - 28 days,390
5494,2018/19,S08000032, ,SMR01, ,29 days - 6 months,100
5495,2018/19,S08000032, ,SMR01, ,> 6 months,0
5496,2018/19,S08000032, ,SMR04, ,< 1 day,20
5497,2018/19,S08000032, ,SMR04, ,1 - 7 days,330
5498,2018/19,S08000032, ,SMR04, ,8 - 28 days,550
5499,2018/19,S08000032, ,SMR04, ,29 days - 6 months,460
5500,2018/19,S08000032, ,SMR04, ,> 6 months,70
5501,2018/19,S08000032, ,Total,d,< 1 day,400
5502,2018/19,S08000032, ,Total,d,1 - 7 days,1350
5503,2018/19,S08000032, ,Total,d,8 - 28 days,930
5504,2018/19,S08000032, ,Total,d,29 days - 6 months,550
5505,2018/19,S08000032, ,Total,d,> 6 months,70
5506,2018/19,S08000024, ,SMR01, ,< 1 day,310
5507,2018/19,S08000024, ,SMR01, ,1 - 7 days,1090
5508,2018/19,S08000024, ,SMR01, ,8 - 28 days,430
5509,2018/19,S08000024, ,SMR01, ,29 days - 6 months,270
5510,2018/19,S08000024, ,SMR01, ,> 6 months,10
5511,2018/19,S08000024, ,SMR04, ,< 1 day,270
5512,2018/19,S08000024, ,SMR04, ,1 - 7 days,660
5513,2018/19,S08000024, ,SMR04, ,8 - 28 days,800
5514,2018/19,S08000024, ,SMR04, ,29 days - 6 months,720
5515,2018/19,S08000024, ,SMR04, ,> 6 months,210
5516,2018/19,S08000024, ,Total,d,< 1 day,580
5517,2018/19,S08000024, ,Total,d,1 - 7 days,1750
5518,2018/19,S08000024, ,Total,d,8 - 28 days,1220
5519,2018/19,S08000024, ,Total,d,29 days - 6 months,980
5520,2018/19,S08000024, ,Total,d,> 6 months,220
5521,2018/19,S08000025, ,SMR01, ,< 1 day,20
5522,2018/19,S08000025, ,SMR01, ,1 - 7 days,40
5523,2018/19,S08000025, ,SMR01, ,8 - 28 days,0
5524,2018/19,S08000025, ,SMR01, ,29 days - 6 months,0
5525,2018/19,S08000025, ,SMR01, ,> 6 months,0
5526,2018/19,S08000025, ,SMR04, ,< 1 day,0
5527,2018/19,S08000025, ,SMR04, ,1 - 7 days,0
5528,2018/19,S08000025, ,SMR04, ,8 - 28 days,0
5529,2018/19,S08000025, ,SMR04, ,29 days - 6 months,0
5530,2018/19,S08000025, ,SMR04, ,> 6 months,0
5531,2018/19,S08000025, ,Total,d,< 1 day,20
5532,2018/19,S08000025, ,Total,d,1 - 7 days,40
5533,2018/19,S08000025, ,Total,d,8 - 28 days,0
5534,2018/19,S08000025, ,Total,d,29 days - 6 months,0
5535,2018/19,S08000025, ,Total,d,> 6 months,0
5536,2018/19,S08000026, ,SMR01, ,< 1 day,30
5537,2018/19,S08000026, ,SMR01, ,1 - 7 days,40
5538,2018/19,S08000026, ,SMR01, ,8 - 28 days,10
5539,2018/19,S08000026, ,SMR01, ,29 days - 6 months,0
5540,2018/19,S08000026, ,SMR01, ,> 6 months,0
5541,2018/19,S08000026, ,SMR04, ,< 1 day,0
5542,2018/19,S08000026, ,SMR04, ,1 - 7 days,0
5543,2018/19,S08000026, ,SMR04, ,8 - 28 days,0
5544,2018/19,S08000026, ,SMR04, ,29 days - 6 months,0
5545,2018/19,S08000026, ,SMR04, ,> 6 months,0
5546,2018/19,S08000026, ,Total,d,< 1 day,30
5547,2018/19,S08000026, ,Total,d,1 - 7 days,40
5548,2018/19,S08000026, ,Total,d,8 - 28 days,10
5549,2018/19,S08000026, ,Total,d,29 days - 6 months,0
5550,2018/19,S08000026, ,Total,d,> 6 months,0
5551,2018/19,S08000030, ,SMR01, ,< 1 day,300
5552,2018/19,S08000030, ,SMR01, ,1 - 7 days,510
5553,2018/19,S08000030, ,SMR01, ,8 - 28 days,180
5554,2018/19,S08000030, ,SMR01, ,29 days - 6 months,100
5555,2018/19,S08000030, ,SMR01, ,> 6 months,0
5556,2018/19,S08000030, ,SMR04, ,< 1 day,40
5557,2018/19,S08000030, ,SMR04, ,1 - 7 days,610
5558,2018/19,S08000030, ,SMR04, ,8 - 28 days,500
5559,2018/19,S08000030, ,SMR04, ,29 days - 6 months,580
5560,2018/19,S08000030, ,SMR04, ,> 6 months,90
5561,2018/19,S08000030, ,Total,d,< 1 day,340
5562,2018/19,S08000030, ,Total,d,1 - 7 days,1120
5563,2018/19,S08000030, ,Total,d,8 - 28 days,680
5564,2018/19,S08000030, ,Total,d,29 days - 6 months,680
5565,2018/19,S08000030, ,Total,d,> 6 months,100
5566,2018/19,S08000028, ,SMR01, ,< 1 day,20
5567,2018/19,S08000028, ,SMR01, ,1 - 7 days,60
5568,2018/19,S08000028, ,SMR01, ,8 - 28 days,10
5569,2018/19,S08000028, ,SMR01, ,29 days - 6 months,0
5570,2018/19,S08000028, ,SMR01, ,> 6 months,0
5571,2018/19,S08000028, ,SMR04, ,< 1 day,0
5572,2018/19,S08000028, ,SMR04, ,1 - 7 days,10
5573,2018/19,S08000028, ,SMR04, ,8 - 28 days,10
5574,2018/19,S08000028, ,SMR04, ,29 days - 6 months,20
5575,2018/19,S08000028, ,SMR04, ,> 6 months,10
5576,2018/19,S08000028, ,Total,d,< 1 day,20
5577,2018/19,S08000028, ,Total,d,1 - 7 days,70
5578,2018/19,S08000028, ,Total,d,8 - 28 days,20
5579,2018/19,S08000028, ,Total,d,29 days - 6 months,20
5580,2018/19,S08000028, ,Total,d,> 6 months,10
5581,2018/19,SB0802, ,SMR01, ,< 1 day,0
5582,2018/19,SB0802, ,SMR01, ,1 - 7 days,0
5583,2018/19,SB0802, ,SMR01, ,8 - 28 days,0
5584,2018/19,SB0802, ,SMR01, ,29 days - 6 months,0
5585,2018/19,SB0802, ,SMR01, ,> 6 months,0
5586,2018/19,SB0802, ,SMR04, ,< 1 day,0
5587,2018/19,SB0802, ,SMR04, ,1 - 7 days,0
5588,2018/19,SB0802, ,SMR04, ,8 - 28 days,0
5589,2018/19,SB0802, ,SMR04, ,29 days - 6 months,10
5590,2018/19,SB0802, ,SMR04, ,> 6 months,10
5591,2018/19,SB0802, ,Total,d,< 1 day,0
5592,2018/19,SB0802, ,Total,d,1 - 7 days,0
5593,2018/19,SB0802, ,Total,d,8 - 28 days,0
5594,2018/19,SB0802, ,Total,d,29 days - 6 months,10
5595,2018/19,SB0802, ,Total,d,> 6 months,10
5596,2018/19,S92000003,d,SMR01, ,< 1 day,3290
5597,2018/19,S92000003,d,SMR01, ,1 - 7 days,8330
5598,2018/19,S92000003,d,SMR01, ,8 - 28 days,2700
5599,2018/19,S92000003,d,SMR01, ,29 days - 6 months,1110
5600,2018/19,S92000003,d,SMR01, ,> 6 months,30
5601,2018/19,S92000003,d,SMR04, ,< 1 day,680
5602,2018/19,S92000003,d,SMR04, ,1 - 7 days,4510
5603,2018/19,S92000003,d,SMR04, ,8 - 28 days,5620
5604,2018/19,S92000003,d,SMR04, ,29 days - 6 months,5080
5605,2018/19,S92000003,d,SMR04, ,> 6 months,1130
5606,2018/19,S92000003,d,Total,d,< 1 day,3970
5607,2018/19,S92000003,d,Total,d,1 - 7 days,12830
5608,2018/19,S92000003,d,Total,d,8 - 28 days,8320
5609,2018/19,S92000003,d,Total,d,29 days - 6 months,6190
5610,2018/19,S92000003,d,Total,d,> 6 months,1170
5611,2019/20,SB0801, ,SMR01, ,< 1 day,0
5612,2019/20,SB0801, ,SMR01, ,1 - 7 days,0
5613,2019/20,SB0801, ,SMR01, ,8 - 28 days,0
5614,2019/20,SB0801, ,SMR01, ,29 days - 6 months,0
5615,2019/20,SB0801, ,SMR01, ,> 6 months,0
5616,2019/20,SB0801, ,SMR04, ,< 1 day,0
5617,2019/20,SB0801, ,SMR04, ,1 - 7 days,0
5618,2019/20,SB0801, ,SMR04, ,8 - 28 days,0
5619,2019/20,SB0801, ,SMR04, ,29 days - 6 months,0
5620,2019/20,SB0801, ,SMR04, ,> 6 months,0
5621,2019/20,SB0801, ,Total,d,< 1 day,0
5622,2019/20,SB0801, ,Total,d,1 - 7 days,0
5623,2019/20,SB0801, ,Total,d,8 - 28 days,0
5624,2019/20,SB0801, ,Total,d,29 days - 6 months,0
5625,2019/20,SB0801, ,Total,d,> 6 months,0
5626,2019/20,S08000015, ,SMR01, ,< 1 day,140
5627,2019/20,S08000015, ,SMR01, ,1 - 7 days,530
5628,2019/20,S08000015, ,SMR01, ,8 - 28 days,180
5629,2019/20,S08000015, ,SMR01, ,29 days - 6 months,50
5630,2019/20,S08000015, ,SMR01, ,> 6 months,0
5631,2019/20,S08000015, ,SMR04, ,< 1 day,10
5632,2019/20,S08000015, ,SMR04, ,1 - 7 days,310
5633,2019/20,S08000015, ,SMR04, ,8 - 28 days,270
5634,2019/20,S08000015, ,SMR04, ,29 days - 6 months,280
5635,2019/20,S08000015, ,SMR04, ,> 6 months,50
5636,2019/20,S08000015, ,Total,d,< 1 day,160
5637,2019/20,S08000015, ,Total,d,1 - 7 days,840
5638,2019/20,S08000015, ,Total,d,8 - 28 days,440
5639,2019/20,S08000015, ,Total,d,29 days - 6 months,330
5640,2019/20,S08000015, ,Total,d,> 6 months,50
5641,2019/20,S08000016, ,SMR01, ,< 1 day,40
5642,2019/20,S08000016, ,SMR01, ,1 - 7 days,160
5643,2019/20,S08000016, ,SMR01, ,8 - 28 days,70
5644,2019/20,S08000016, ,SMR01, ,29 days - 6 months,20
5645,2019/20,S08000016, ,SMR01, ,> 6 months,0
5646,2019/20,S08000016, ,SMR04, ,< 1 day,20
5647,2019/20,S08000016, ,SMR04, ,1 - 7 days,130
5648,2019/20,S08000016, ,SMR04, ,8 - 28 days,120
5649,2019/20,S08000016, ,SMR04, ,29 days - 6 months,90
5650,2019/20,S08000016, ,SMR04, ,> 6 months,20
5651,2019/20,S08000016, ,Total,d,< 1 day,60
5652,2019/20,S08000016, ,Total,d,1 - 7 days,300
5653,2019/20,S08000016, ,Total,d,8 - 28 days,190
5654,2019/20,S08000016, ,Total,d,29 days - 6 months,110
5655,2019/20,S08000016, ,Total,d,> 6 months,20
5656,2019/20,S08000017, ,SMR01, ,< 1 day,300
5657,2019/20,S08000017, ,SMR01, ,1 - 7 days,160
5658,2019/20,S08000017, ,SMR01, ,8 - 28 days,70
5659,2019/20,S08000017, ,SMR01, ,29 days - 6 months,30
5660,2019/20,S08000017, ,SMR01, ,> 6 months,0
5661,2019/20,S08000017, ,SMR04, ,< 1 day,70
5662,2019/20,S08000017, ,SMR04, ,1 - 7 days,200
5663,2019/20,S08000017, ,SMR04, ,8 - 28 days,180
5664,2019/20,S08000017, ,SMR04, ,29 days - 6 months,160
5665,2019/20,S08000017, ,SMR04, ,> 6 months,20
5666,2019/20,S08000017, ,Total,d,< 1 day,360
5667,2019/20,S08000017, ,Total,d,1 - 7 days,360
